2.000000000000000000e+00,5.021160965115278429e+01,2.217756342098148536e+01,4.900326003816724452e+00,2.271548027317275231e+00,0.000000000000000000e+00
2.000000000000000000e+00,5.153979895727957938e+01,1.183352584181507616e+01,2.851937741573633556e+00,3.693416369594862414e-01,9.349459800883528349e-01
2.000000000000000000e+00,4.391253739012449842e+01,1.882185601832107835e+01,3.915462082770207797e+00,7.759986011937750616e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.802243978268083424e+01,3.390900709646929023e+00,1.925615113748931420e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,3.671768268235671684e+01,6.103844884890484934e+00,3.578984193080097409e+00,1.987478249274262865e+00,6.391435182006452442e-02
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.665002366019865576e+01,1.197671053302740773e+01,3.079935708176957831e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.065230113004674450e+01,1.041056168038908325e+01,9.948319402787744181e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.644639032860433048e+01,1.414489377283854310e+01,2.084448249091033212e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.817288641447255770e+01,1.238544757969473764e+01,1.483203155553465713e+00,8.554148842019402288e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.381399980360084356e+01,6.845645114562023181e+00,3.462633527265346345e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.366670189727295792e+01,9.443881329613855513e+00,4.940130094169279396e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.581236197231756790e+01,1.125510600822171581e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.302418714583201620e+01,3.979850878734839892e+00,3.971196151056511692e+00,3.036211142015232678e-01,0.000000000000000000e+00
2.000000000000000000e+00,2.839534362045485949e+01,7.377588588338388043e+00,4.750834587981481727e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,4.236582600265629495e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,7.939044130726522042e+01,5.565560152901090163e+01,3.176264983266298714e+01,2.168936358688305077e+01,1.509473889354792320e+01
2.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,1.398349949287995031e+01,8.084905732953764357e+00,2.350984492518816416e-01,0.000000000000000000e+00,0.000000000000000000e+00
